ID number,Biggest_Challenge,Inflation_Challenge,Unemployment_Challenge,NHS_Challenge,Education_Challenge,Security_Challenge,Tax_Challenge,Crime_Challenge,ClimateChange_Challenge,Energy_Challenge,Energy_thought,Renewable_thought,Lights_on,Boil_kettle,Wash_clothes,Room_temp,Heat_on,Glazing,Biomass_boiler,Air_source_heat_pump,Ground_source_heat_pump,Solar_thermal,Rep_old_boiler,Smart_meter,Electric_car,Renew_Econ_benefit,Renew_energy_dev,Renew_energy_dev_comm,Support_wind_onshore,Support_biomass,Support_wind_offshore,Support_waveTidal,Support_solar,Nuclear_ClimateChange,Nuclear_afford_energy,Nuclear_Economic,Nuclear_benefit_risk,CCS,Energy_Bill_cost,Food_Cost,Transport_costs,Mortgage_Rent_costs,ClimChange_concerns,ClimChange_cause,Future_energy_price,Future_power_cuts,Future_fossilfuel_supply,Future_energy_dependence,Future_altEnergy_invest,Future_altEnergy_dev,Energy_source_mix,Property_type ,Heating_method_prim,Number_Adults,Number_people,Children,Gender,Tenure ,Working_status,Age,Area,Income
1547,Unemployment,No,Yes,No,No,No,Yes,Yes,No,No,A fair amount,Neither support nor oppose,Very often,Never,Occasionally,Occasionally,Never,No,Haven't heard of this,Haven't heard of this ,Haven't heard of this ,Don't want to\probably won't do this,Don't want to\probably won't do this ,No - I have never heard of them,Don't know,Slightly agree,Neither agree nor disagree,Slightly agree,Neither support nor oppose,Neither support nor oppose,Neither support nor oppose,Neither support nor oppose,Neither support nor oppose,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,The benefits and risks are about the same,Never heard of it ,Not very worried,Not very worried,Not very worried,Not very worried,Not very concerned,Climate change is partly caused by natural processes and partly caused by human activity,Very concerned,Fairly concerned,Not very concerned,Fairly concerned,Fairly concerned,Not very concerned,Neither agree nor disagree,Terrace Property,Gas,2,5,Child,Female,Rented from private landlord,Not working not looking,25-34,Urban,25000
1548,National Health Service,No,Yes,Yes,No,No,No,Yes,No,No,A fair amount,Neither support nor oppose,Very often,Quite often ,Occasionally,Quite often ,Occasionally,Yes,Haven't thought about doing this ,Haven't thought about doing this,Haven't thought about doing this ,Haven't thought about doing this ,Don't want to\probably won't do this ,No - I have never heard of them,I haven't really thought about buying an electric car or van,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Support,Neither support nor oppose,Support,Support,Support,Neither agree nor disagree,Slightly agree,Neither agree nor disagree,The benefits slightly outweigh the risks ,Never heard of it ,Not very worried,Not very worried,Not very worried,Not very worried,Fairly concerned,Climate change is mainly caused by human activity,Don't know,Not very concerned,Don't know,Don't know,Fairly concerned,Don't know,Slightly agree,Terrace Property,Gas,1,1,No child,Male,Owned outright by household,Retired,65,Rural,15999
1549,Unemployment,No,Yes,Yes,No,No,No,Yes,No,No,Not very much,Neither support nor oppose,Very often,Very often,Never,Never,Occasionally,No,Haven't heard of this,Haven't heard of this ,Haven't heard of this ,Haven't heard of this ,Already done\ have this ,"Yes, I have a smart meter",I haven't really thought about buying an electric car or van,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither support nor oppose,Neither support nor oppose,Neither support nor oppose,Neither support nor oppose,Neither support nor oppose,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,The benefits and risks are about the same,Never heard of it ,Not very worried,Not very worried,Not very worried,Not very worried,Not at all concerned,I don't think there is such a thing as climate change,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Not at all concerned,Slightly agree,Terrace Property,Gas,1,1,No child,Male,Rented from private landlord,Not working Looking,35-44,Urban,15999
1550,Unemployment,Yes,Yes,No,No,No,No,Yes,No,No,Not very much,Neither support nor oppose,Very often,Always ,Never,Occasionally,Never,No,Haven't heard of this,Haven't heard of this ,Haven't heard of this ,Don't want to\probably won't do this,Thinking about doing this ,"Yes, I have heard of smart meters but I do not have one",I haven't really thought about buying an electric car or van,Neither agree nor disagree,Don't know,Neither agree nor disagree,Support,Don't know,Support,Support,Neither support nor oppose,Don't know,Don't know,Don't know,Don't know,Never heard of it ,Not very worried,Not at all worried,Not at all worried,Not at all worried,Not at all concerned,I don't think there is such a thing as climate change,Fairly concerned,Not at all concerned,Not very concerned,Not very concerned,Not very concerned,Not very concerned,Neither agree nor disagree,Semi Detached Property,Gas,2,2,No child,Male,Being bought on mortgage,Full time,16-24,Urban,25000
1551,National security\defence,No,Yes,Yes,No,Yes,No,No,No,No,A fair amount,Oppose ,Very often,Never,Always ,Always ,Never,Yes,Don't want to\probably won't do this ,Haven't heard of this ,Haven't heard of this ,Don't want to\probably won't do this,Already done\ have this ,No - I have never heard of them,"I have thought about buying an electric car or van, but have decided not to",Strongly disagree,Strongly disagree,Slightly agree,Oppose ,Oppose ,Support,Neither support nor oppose,Oppose ,Slightly disagree,Strongly agree,Strongly agree,The benefits far outweigh the risks,Never heard of it ,Not very worried,Fairly worried,Very worried,Not very worried,Fairly concerned,Climate change is entirely caused by natural processes,Very concerned,Not very concerned,Not very concerned,Not very concerned,Not very concerned,Fairly concerned,Slightly agree,Terrace Property,Gas,3,3,No child,Male,Rented from local authority,Not working not looking,45-54,Urban,15999
1552,Inflation\rising prices,Yes,No,No,No,No,No,No,No,Yes,A lot,Strongly support,Very often,Never,Always ,Never,Never,Yes,Don't want to\probably won't do this ,Haven't heard of this ,Haven't heard of this ,Don't want to\probably won't do this,Already done\ have this ,"Yes, I have heard of smart meters but I do not have one",I haven't really thought about buying an electric car or van,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly support,Strongly support,Support,Strongly support,Strongly support,Don't know,Slightly agree,Slightly disagree,The risks far outweigh the benefits ,Never heard of it ,Not very worried,Fairly worried,Not at all worried,Not at all worried,Not at all concerned,Climate change is entirely caused by natural processes,Very concerned,Not at all concerned,Very concerned,Very concerned,Very concerned,Very concerned,Slightly agree,Semi Detached Property,Gas,1,1,No child,Male,Owned outright by household,Retired,65,Urban,15999
1553,Crime\law and order,Yes,No,Yes,No,No,No,Yes,No,No,A fair amount,Support,Very often,Occasionally,Very often,Quite often ,Never,Yes,Haven't heard of this,Haven't heard of this ,Haven't heard of this ,Haven't heard of this ,Haven't heard of this,No - I have never heard of them,I have never heard of electric cars or vans,Slightly agree,Slightly agree,Slightly agree,Strongly support,Support,Support,Neither support nor oppose,Support,Slightly agree,Neither agree nor disagree,Slightly agree,The benefits and risks are about the same,Never heard of it ,Not very worried,Not very worried,Not very worried,Not very worried,Fairly concerned,Climate change is mainly caused by natural processes,Not very concerned,Fairly concerned,Not at all concerned,Not at all concerned,Not at all concerned,Fairly concerned,Strongly agree,Terrace Property,Gas,1,1,No child,Female,Being bought on mortgage,Retired,65,Urban,15999
1554,Unemployment,No,Yes,No,No,No,Yes,Yes,No,No,Not very much,Support,Very often,Always ,Very often,Never,Quite often ,Yes,Don't want to\probably won't do this ,Don't want to\probably won't do this ,Don't want to\probably won't do this ,Don't want to\probably won't do this,Already done\ have this ,No - I have never heard of them,I haven't really thought about buying an electric car or van,Slightly agree,Neither agree nor disagree,Strongly agree,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,The benefits slightly outweigh the risks ,Never heard of it ,Not very worried,Not very worried,Very worried,Not very worried,Fairly concerned,Climate change is partly caused by natural processes and partly caused by human activity,Very concerned,Very concerned,Fairly concerned,Fairly concerned,Fairly concerned,Fairly concerned,Slightly agree,Semi Detached Property,Gas,3,3,No child,Male,Rented from local authority,Full time,16-24,Urban,35000
1555,Inflation\rising prices,Yes,No,Yes,No,No,Yes,No,No,No,Not very much,Support,Always ,Quite often ,Occasionally,Occasionally,Always ,No,Not my decision to make because I'm renting the property,Not my decision to make because I'm renting the property,Not my decision to make because I'm renting the property,Not my decision to make because I'm renting the property,Not my decision to make because I'm renting the property,No - I have never heard of them,I haven't really thought about buying an electric car or van,Slightly agree,Neither agree nor disagree,Strongly agree,Neither support nor oppose,Neither support nor oppose,Neither support nor oppose,Neither support nor oppose,Neither support nor oppose,Don't know,Don't know,Don't know,Don't know,Never heard of it ,Not very worried,Not very worried,Not applicable,Not applicable,Not very concerned,Climate change is mainly caused by natural processes,Fairly concerned,Fairly concerned,Fairly concerned,Fairly concerned,Fairly concerned,Not very concerned,Slightly agree,Flat or Maisonette,Gas,1,1,No child,Male,Rented from private landlord,Full time education,16-24,Urban,NA
1556,Unemployment,Yes,Yes,No,No,No,No,No,No,No,A fair amount,Strongly oppose ,Never,Always ,Don't know,Always ,Never,Yes,Don't know,Don't know,Don't want to\probably won't do this ,Don't know,Don't want to\probably won't do this ,No - I have never heard of them,I have never heard of electric cars or vans,Slightly agree,Neither agree nor disagree,Slightly agree,Neither support nor oppose,Support,Support,Strongly support,Neither support nor oppose,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Don't know,Never heard of it ,Not very worried,Not very worried,Not at all worried,Not very worried,Not at all concerned,Climate change is mainly caused by natural processes,Very concerned,Fairly concerned,Fairly concerned,Don't know,Don't know,Don't know,Neither agree nor disagree,Terrace Property,Gas,1,1,No child,Female,Owned outright by household,Retired,65,Urban,NA
1557,Unemployment,No,Yes,No,Yes,No,No,Yes,No,No,A fair amount,Strongly support,Never,Never,Don't know,Never,Never,No,Don't know,Don't know,Don't know,Don't know,Don't know,"Yes, I have a smart meter",I haven't really thought about buying an electric car or van,Slightly agree,Slightly agree,Slightly agree,Neither support nor oppose,Neither support nor oppose,Neither support nor oppose,Neither support nor oppose,Support,Don't know,Don't know,Don't know,The benefits and risks are about the same,Never heard of it ,Not very worried,Not very worried,Fairly worried,Not very worried,Don't know,Climate change is mainly caused by human activity,Fairly concerned,Fairly concerned,Fairly concerned,Fairly concerned,Fairly concerned,Fairly concerned,Neither agree nor disagree,Terrace Property,Gas,5,5,No child,Female,Being bought on mortgage,Full time education,16-24,Urban,NA
1558,Unemployment,Yes,Yes,No,No,No,No,Yes,No,No,A fair amount,Support,Never,Never,Don't know,Very often,Never,No,Don't want to\probably won't do this ,Don't want to\probably won't do this ,Don't want to\probably won't do this ,Don't want to\probably won't do this,Don't want to\probably won't do this ,No - I have never heard of them,Don't know,Slightly agree,Don't know,Slightly agree,Support,Don't know,Support,Support,Support,Slightly agree,Strongly disagree,Slightly agree,Don't know,Never heard of it ,Not very worried,Not very worried,Fairly worried,Fairly worried,Very concerned,Climate change is entirely caused by human activity,Fairly concerned,Fairly concerned,Don't know,Don't know,Don't know,Don't know,Slightly agree,Detached Property,Gas,2,2,No child,Male,Rented from private landlord,Full time,25-34,Urban,25000
1559,Unemployment,No,Yes,No,No,No,No,Yes,Yes,No,Not very much,Don't know,Occasionally,Occasionally,Quite often ,Occasionally,Never,Yes,Haven't heard of this,Haven't thought about doing this,Haven't thought about doing this ,Haven't heard of this ,Haven't thought about doing this ,No - I have never heard of them,Don't know,Don't know,Neither agree nor disagree,Neither agree nor disagree,Neither support nor oppose,Neither support nor oppose,Neither support nor oppose,Neither support nor oppose,Neither support nor oppose,Don't know,Don't know,Slightly agree,Don't know,Never heard of it ,Not very worried,Very worried,Not at all worried,Not at all worried,Not at all concerned,Climate change is partly caused by natural processes and partly caused by human activity,Very concerned,Fairly concerned,Don't know,Don't know,Don't know,Don't know,Strongly agree,Semi Detached Property,Gas,2,2,No child,Male,Owned outright by household,Retired,65,Urban,NA
1560,Unemployment,Yes,Yes,Yes,No,No,No,No,No,No,A fair amount,Support,Occasionally,Never,Quite often ,Occasionally,Never,No,Haven't thought about doing this ,Haven't heard of this ,Haven't heard of this ,Don't want to\probably won't do this,Don't want to\probably won't do this ,"Yes, I have heard of smart meters but I do not have one",I haven't really thought about buying an electric car or van,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Support,Support,Support,Support,Support,Don't know,Don't know,Don't know,Don't know,Never heard of it ,Not very worried,Fairly worried,Very worried,Not very worried,Fairly concerned,Climate change is partly caused by natural processes and partly caused by human activity,Fairly concerned,Not very concerned,Fairly concerned,Very concerned,Fairly concerned,Very concerned,Don't know,Flat or Maisonette,Electric,2,2,No child,Male,Being bought on mortgage,Not working Looking,45-54,Urban,35000
1561,Unemployment,Yes,Yes,No,No,Yes,No,No,No,No,Not very much,Neither support nor oppose,Quite often ,Quite often ,Never,Quite often ,Quite often ,No,Don't know,Don't know,Don't know,Don't know,Don't know,No - I have never heard of them,I have never heard of electric cars or vans,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Support,Support,Support,Support,Support,Neither agree nor disagree,Neither agree nor disagree,Slightly disagree,The benefits and risks are about the same,Never heard of it ,Not very worried,Not very worried,Not very worried,Not very worried,Fairly concerned,Climate change is mainly caused by human activity,Not very concerned,Not very concerned,Not very concerned,Fairly concerned,Fairly concerned,Fairly concerned,Neither agree nor disagree,Terrace Property,Gas,3,3,No child,Male,Rented from private landlord,Full time,16-24,Urban,NA
1562,Inflation\rising prices,Yes,Yes,No,No,No,Yes,No,No,No,A fair amount,Support,Very often,Occasionally,Occasionally,Never,Never,No,Don't want to\probably won't do this ,Haven't heard of this ,Haven't heard of this ,Don't want to\probably won't do this,Don't want to\probably won't do this ,"Yes, I have heard of smart meters but I do not have one","I have thought about buying an electric car or van, but have decided not to",Neither agree nor disagree,Slightly agree,Strongly agree,Neither support nor oppose,Neither support nor oppose,Neither support nor oppose,Neither support nor oppose,Neither support nor oppose,Neither agree nor disagree,Slightly agree,Neither agree nor disagree,The benefits and risks are about the same,Never heard of it ,Not very worried,Fairly worried,Very worried,Not at all worried,Not very concerned,Climate change is partly caused by natural processes and partly caused by human activity,Fairly concerned,Fairly concerned,Fairly concerned,Fairly concerned,Not very concerned,Not very concerned,Neither agree nor disagree,Terrace Property,Gas,2,3,Child,Female,Being bought on mortgage,Part time,25-34,Rural,20000
1563,Crime\law and order,No,Yes,Yes,No,No,No,Yes,No,No,A fair amount,Strongly support,Never,Never,Never,Occasionally,Never,No,Don't want to\probably won't do this ,Don't want to\probably won't do this ,Don't want to\probably won't do this ,Don't want to\probably won't do this,Don't want to\probably won't do this ,No - I have never heard of them,Don't know,Slightly agree,Slightly agree,Slightly agree,Support,Support,Support,Support,Support,Slightly agree,Slightly agree,Slightly agree,The risks slightly outweigh the benefits,Never heard of it ,Not very worried,Not very worried,Not very worried,Not very worried,Fairly concerned,Climate change is partly caused by natural processes and partly caused by human activity,Not very concerned,Not very concerned,Not very concerned,Not very concerned,Not very concerned,Not very concerned,Slightly agree,Terrace Property,Gas,2,2,No child,Male,Other,Full time education,16-24,Urban,15999
1564,National Health Service,No,Yes,Yes,Yes,No,No,No,No,No,A fair amount,Strongly support,Never,Quite often ,Don't know,Very often,Never,No,Don't want to\probably won't do this ,Don't want to\probably won't do this ,Don't want to\probably won't do this ,Don't want to\probably won't do this,Don't want to\probably won't do this ,"Yes, I have heard of smart meters but I do not have one",I haven't really thought about buying an electric car or van,Strongly agree,Strongly agree,Strongly agree,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,Strongly agree,Strongly agree,Strongly agree,The benefits far outweigh the risks,Never heard of it ,Not very worried,Not very worried,Not very worried,Not very worried,Fairly concerned,Climate change is mainly caused by human activity,Fairly concerned,Fairly concerned,Fairly concerned,Fairly concerned,Fairly concerned,Fairly concerned,Neither agree nor disagree,Terrace Property,Gas,2,2,No child,Male,Rented from private landlord,Full time,35-44,Urban,25000
1565,Unemployment,No,Yes,No,No,Yes,No,Yes,No,No,A lot,Strongly support,Never,Occasionally,Occasionally,Quite often ,Never,No,Haven't heard of this,Haven't heard of this ,Haven't heard of this ,Haven't thought about doing this ,Haven't thought about doing this ,No - I have never heard of them,I have never heard of electric cars or vans,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly support,Neither support nor oppose,Strongly support,Strongly support,Neither support nor oppose,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Don't know,Never heard of it ,Not very worried,Not very worried,Not at all worried,Not at all worried,Fairly concerned,Climate change is partly caused by natural processes and partly caused by human activity,Not very concerned,Not very concerned,Not very concerned,Not very concerned,Not very concerned,Not very concerned,Strongly agree,Flat or Maisonette,Electric,1,1,No child,Female,Owned outright by household,Retired,65,Urban,NA
1566,Unemployment,No,Yes,Yes,No,Yes,No,No,No,No,A fair amount,Support,Never,Never,Always ,Never,Never,No,Don't want to\probably won't do this ,Don't want to\probably won't do this ,Don't want to\probably won't do this ,Don't want to\probably won't do this,Already done\ have this ,No - I have never heard of them,I have never heard of electric cars or vans,Slightly agree,Slightly agree,Slightly agree,Support,Support,Support,Support,Support,Slightly agree,Slightly agree,Slightly agree,Don't know,Never heard of it ,Not very worried,Not very worried,Not very worried,Not very worried,Not very concerned,Don't know,Not very concerned,Not very concerned,Not very concerned,Not very concerned,Not very concerned,Not very concerned,Slightly disagree,Detached Property,Gas,2,4,Child,Female,Rented from local authority,Not working not looking,35-44,Urban,15999
1567,Don't know,No,No,No,No,No,No,No,No,No,A fair amount,Neither support nor oppose,Occasionally,Occasionally,Never,Occasionally,Occasionally,Yes,Haven't heard of this,Haven't heard of this ,Haven't heard of this ,Haven't thought about doing this ,Already done\ have this ,No - I have never heard of them,I haven't really thought about buying an electric car or van,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither support nor oppose,Neither support nor oppose,Neither support nor oppose,Neither support nor oppose,Neither support nor oppose,Strongly disagree,Strongly disagree,Strongly disagree,The risks far outweigh the benefits ,Never heard of it ,Not very worried,Fairly worried,Not at all worried,Not at all worried,Fairly concerned,Climate change is mainly caused by human activity,Fairly concerned,Fairly concerned,Fairly concerned,Fairly concerned,Fairly concerned,Fairly concerned,Slightly agree,Detached Property,Gas,1,1,No child,Female,Owned outright by household,Retired,65,Rural,NA
1568,National security\defence,No,Yes,No,No,Yes,No,No,No,Yes,A lot,Neither support nor oppose,Occasionally,Never,Never,Never,Never,No,Don't want to\probably won't do this ,Don't want to\probably won't do this ,Don't want to\probably won't do this ,Don't want to\probably won't do this,Don't want to\probably won't do this ,No - I have never heard of them,"I have thought about buying an electric car or van, but have decided not to",Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither support nor oppose,Neither support nor oppose,Neither support nor oppose,Neither support nor oppose,Neither support nor oppose,Slightly agree,Strongly agree,Strongly agree,The benefits far outweigh the risks,Never heard of it ,Not very worried,Not at all worried,Fairly worried,Not at all worried,Not at all concerned,Climate change is partly caused by natural processes and partly caused by human activity,Fairly concerned,Fairly concerned,Not very concerned,Not very concerned,Not very concerned,Not very concerned,Slightly agree,Terrace Property,Gas,5,5,No child,Male,Rented from private landlord,Full time education,16-24,Urban,NA
1569,Crime\law and order,No,Yes,No,No,No,Yes,Yes,No,No,None at all,Neither support nor oppose,Occasionally,Always ,Very often,Never,Occasionally,No,Don't want to\probably won't do this ,Don't want to\probably won't do this ,Don't want to\probably won't do this ,Don't want to\probably won't do this,Don't want to\probably won't do this ,No - I have never heard of them,I haven't really thought about buying an electric car or van,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,Neither agree nor disagree,Don't know,Don't know,The benefits and risks are about the same,Never heard of it ,Not very worried,Not very worried,Very worried,Not very worried,Fairly concerned,Climate change is mainly caused by human activity,Fairly concerned,Fairly concerned,Not very concerned,Not very concerned,Not very concerned,Not very concerned,Neither agree nor disagree,Terrace Property,Gas,4,4,No child,Male,Rented from private landlord,Full time,35-44,Urban,NA
1570,Unemployment,Yes,Yes,Yes,No,No,No,No,No,No,A fair amount,Support,Occasionally,Occasionally,Occasionally,Quite often ,Occasionally,No,Don't want to\probably won't do this ,Don't want to\probably won't do this ,Don't want to\probably won't do this ,Don't want to\probably won't do this,Already done\ have this ,No - I have never heard of them,I haven't really thought about buying an electric car or van,Slightly agree,Strongly agree,Slightly agree,Support,Support,Support,Support,Support,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,The risks slightly outweigh the benefits,Never heard of it ,Not very worried,Not very worried,Not very worried,Fairly worried,Very concerned,Climate change is mainly caused by human activity,Fairly concerned,Fairly concerned,Fairly concerned,Fairly concerned,Fairly concerned,Fairly concerned,Slightly agree,Detached Property,Gas,2,2,No child,Male,Rented from private landlord,Full time,25-34,Rural,15999
1571,National Health Service,Yes,No,Yes,No,No,No,Yes,No,No,A fair amount,Support,Occasionally,Occasionally,Quite often ,Occasionally,Occasionally,Yes,Haven't thought about doing this ,Haven't thought about doing this,Don't want to\probably won't do this ,Thinking about doing this,Don't want to\probably won't do this ,No - I have never heard of them,I haven't really thought about buying an electric car or van,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither support nor oppose,Neither support nor oppose,Neither support nor oppose,Neither support nor oppose,Oppose ,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,The benefits and risks are about the same,Never heard of it ,Not very worried,Fairly worried,Fairly worried,Fairly worried,Not very concerned,Climate change is partly caused by natural processes and partly caused by human activity,Not very concerned,Fairly concerned,Not very concerned,Not very concerned,Not very concerned,Not very concerned,Neither agree nor disagree,Semi Detached Property,Gas,3,5,Child,Female,Being bought on mortgage,Not working not looking,45-54,Urban,25000
1572,National Health Service,Yes,Yes,Yes,No,No,No,No,No,No,A fair amount,Support,Occasionally,Quite often ,Quite often ,Occasionally,Never,No,Haven't thought about doing this ,Haven't thought about doing this,Haven't thought about doing this ,Haven't thought about doing this ,Haven't thought about doing this ,No - I have never heard of them,I haven't really thought about buying an electric car or van,Strongly agree,Neither agree nor disagree,Strongly agree,Support,Support,Support,Support,Support,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,The benefits far outweigh the risks,Never heard of it ,Not very worried,Fairly worried,Not very worried,Fairly worried,Not very concerned,Climate change is mainly caused by human activity,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Very concerned,Neither agree nor disagree,Terrace Property,Gas,2,3,Child,Female,Rented from private landlord,Full time,25-34,Urban,50000
1573,Unemployment,No,Yes,No,No,No,Yes,No,Yes,No,A lot,Support,Occasionally,Never,Very often,Always ,Always ,Yes,Don't want to\probably won't do this ,Don't want to\probably won't do this ,Don't want to\probably won't do this ,Don't want to\probably won't do this,Don't want to\probably won't do this ,No - I have never heard of them,I haven't really thought about buying an electric car or van,Slightly agree,Slightly agree,Slightly agree,Neither support nor oppose,Neither support nor oppose,Neither support nor oppose,Neither support nor oppose,Neither support nor oppose,Slightly disagree,Neither agree nor disagree,Slightly agree,The benefits and risks are about the same,Never heard of it ,Not very worried,Not very worried,Fairly worried,Not very worried,Fairly concerned,Climate change is partly caused by natural processes and partly caused by human activity,Fairly concerned,Not at all concerned,Not very concerned,Fairly concerned,Not very concerned,Not very concerned,Neither agree nor disagree,Terrace Property,Electric,2,2,No child,Female,Rented from private landlord,Part time,16-24,Urban,25000
1574,National Health Service,No,Yes,Yes,Yes,No,No,No,No,No,A lot,Support,Occasionally,Occasionally,Quite often ,Very often,Never,No,Don't want to\probably won't do this ,Don't want to\probably won't do this ,Don't want to\probably won't do this ,Don't want to\probably won't do this,Already done\ have this ,"Yes, I have a smart meter",I haven't really thought about buying an electric car or van,Strongly agree,Neither agree nor disagree,Strongly agree,Neither support nor oppose,Oppose ,Neither support nor oppose,Support,Support,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Don't know,Never heard of it ,Not very worried,Not very worried,Fairly worried,Fairly worried,Fairly concerned,Climate change is partly caused by natural processes and partly caused by human activity,Very concerned,Very concerned,Fairly concerned,Fairly concerned,Fairly concerned,Fairly concerned,Slightly agree,Terrace Property,Gas,1,2,Child,Female,Rented from private landlord,Part time,25-34,Rural,15999
1575,National Health Service,No,No,Yes,No,No,No,Yes,Yes,No,None at all,Support,Occasionally,Quite often ,Always ,Never,Quite often ,Yes,Don't want to\probably won't do this ,Don't want to\probably won't do this ,Don't want to\probably won't do this ,Don't want to\probably won't do this,Already done\ have this ,"Yes, I have heard of smart meters but I do not have one",Don't know,Slightly agree,Slightly agree,Neither agree nor disagree,Support,Support,Support,Support,Support,Slightly agree,Slightly disagree,Slightly disagree,The risks slightly outweigh the benefits,Never heard of it ,Not very worried,Not very worried,Not very worried,Not very worried,Fairly concerned,Climate change is partly caused by natural processes and partly caused by human activity,Fairly concerned,Fairly concerned,Don't know,Not very concerned,Don't know,Don't know,Slightly agree,Flat or Maisonette,Gas,1,1,No child,Male,Owned outright by household,Full time,45-54,Urban,15999
1576,Unemployment,No,Yes,Yes,No,No,No,Yes,No,No,None at all,Support,Occasionally,Very often,Very often,Never,Quite often ,No,Don't want to\probably won't do this ,Don't want to\probably won't do this ,Don't want to\probably won't do this ,Don't want to\probably won't do this,Don't want to\probably won't do this ,No - I have never heard of them,I haven't really thought about buying an electric car or van,Strongly agree,Slightly agree,Strongly agree,Support,Neither support nor oppose,Strongly support,Strongly support,Strongly support,Slightly disagree,Neither agree nor disagree,Neither agree nor disagree,The risks slightly outweigh the benefits,Never heard of it ,Not very worried,Fairly worried,Not very worried,Not very worried,Fairly concerned,Climate change is mainly caused by human activity,Fairly concerned,Not very concerned,Fairly concerned,Fairly concerned,Very concerned,Fairly concerned,Strongly agree,Flat or Maisonette,Gas,2,2,No child,Female,Being bought on mortgage,Full time,35-44,Urban,35000
1577,Unemployment,Yes,Yes,No,No,No,Yes,No,No,No,Not very much,Support,Occasionally,Occasionally,Occasionally,Quite often ,Occasionally,No,Don't want to\probably won't do this ,Don't want to\probably won't do this ,Don't want to\probably won't do this ,Don't want to\probably won't do this,Don't want to\probably won't do this ,"Yes, I have heard of smart meters but I do not have one","I have thought about buying an electric car or van, but have decided not to",Slightly agree,Slightly agree,Slightly agree,Support,Support,Neither support nor oppose,Support,Support,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,The benefits and risks are about the same,Never heard of it ,Not very worried,Not very worried,Fairly worried,Not very worried,Fairly concerned,Climate change is mainly caused by human activity,Fairly concerned,Not very concerned,Not very concerned,Not very concerned,Not very concerned,Not very concerned,Slightly agree,Detached Property,Gas,3,3,No child,Male,Owned outright by household,Full time,25-34,Urban,NA
1578,Crime\law and order,No,No,No,Yes,No,No,Yes,No,Yes,Not very much,Support,Occasionally,Occasionally,Never,Occasionally,Never,No,Haven't thought about doing this ,Haven't thought about doing this,Haven't thought about doing this ,Haven't thought about doing this ,Haven't thought about doing this ,No - I have never heard of them,Don't know,Slightly disagree,Slightly disagree,Slightly disagree,Support,Don't know,Don't know,Don't know,Don't know,Slightly agree,Slightly agree,Slightly agree,Don't know,Never heard of it ,Not very worried,Not very worried,Fairly worried,Fairly worried,Don't know,Climate change is mainly caused by human activity,Fairly concerned,Fairly concerned,Fairly concerned,Fairly concerned,Fairly concerned,Fairly concerned,Slightly agree,Flat or Maisonette,Gas,4,4,No child,Female,Rented from local authority,Not working not looking,16-24,Urban,NA
1579,Unemployment,Yes,Yes,Yes,No,No,No,No,No,No,Not very much,Support,Occasionally,Never,Don't know,Occasionally,Never,Yes,Haven't heard of this,Haven't heard of this ,Haven't heard of this ,Not my decision to make because I'm renting the property,Not my decision to make because I'm renting the property,No - I have never heard of them,I haven't really thought about buying an electric car or van,Slightly agree,Strongly agree,Neither agree nor disagree,Support,Support,Support,Support,Support,Neither agree nor disagree,Slightly agree,Slightly agree,The risks slightly outweigh the benefits,Never heard of it ,Not very worried,Not very worried,Not very worried,Fairly worried,Not very concerned,Climate change is partly caused by natural processes and partly caused by human activity,Very concerned,Very concerned,Not very concerned,Fairly concerned,Fairly concerned,Not very concerned,Slightly agree,Terrace Property,Gas,3,3,No child,Female,Rented from private landlord,Not working Looking,16-24,Urban,NA
